0	-1.421	-1.681	-1.942	-2.202	-2.463	-2.723	-2.984	-1.241	-1.896	-2.157	-2.417	-2.678	-2.938	-3.199	-3.46	-1.581	-2.237	-2.497	-2.758	-3.018	-3.279	-3.54	-3.8	-1.922	-2.577	-2.838	-3.098	-3.359	-3.62	-3.88	-4.141	-2.262	-2.918	-3.178	-3.439	-3.7	-3.96	-4.221	-4.481	-2.603	-3.258	-3.519	-3.78	-4.04	-4.301	-4.561	-4.822	-2.943	-3.599	-3.86	-4.12	-4.381	-4.641	-4.902	-5.162	-3.284	-3.94	-4.2	-4.461	-4.721	-4.982	-5.242	-5.503	
-1.241	0	-1.421	-1.681	-1.942	-2.202	-2.463	-2.723	-1.981	-1.241	-1.896	-2.157	-2.417	-2.678	-2.938	-3.199	-2.322	-1.581	-2.237	-2.497	-2.758	-3.018	-3.279	-3.54	-2.662	-1.922	-2.577	-2.838	-3.098	-3.359	-3.62	-3.88	-3.003	-2.262	-2.918	-3.178	-3.439	-3.7	-3.96	-4.221	-3.343	-2.603	-3.258	-3.519	-3.78	-4.04	-4.301	-4.561	-3.684	-2.943	-3.599	-3.86	-4.12	-4.381	-4.641	-4.902	-4.025	-3.284	-3.94	-4.2	-4.461	-4.721	-4.982	-5.242	
-1.581	-1.241	0	-1.421	-1.681	-1.942	-2.202	-2.463	-2.322	-1.981	-1.241	-1.896	-2.157	-2.417	-2.678	-2.938	-2.662	-2.322	-1.581	-2.237	-2.497	-2.758	-3.018	-3.279	-3.003	-2.662	-1.922	-2.577	-2.838	-3.098	-3.359	-3.62	-3.343	-3.003	-2.262	-2.918	-3.178	-3.439	-3.7	-3.96	-3.684	-3.343	-2.603	-3.258	-3.519	-3.78	-4.04	-4.301	-4.025	-3.684	-2.943	-3.599	-3.86	-4.12	-4.381	-4.641	-4.365	-4.025	-3.284	-3.94	-4.2	-4.461	-4.721	-4.982	
-1.922	-1.581	-1.241	0	-1.421	-1.681	-1.942	-2.202	-2.662	-2.322	-1.981	-1.241	-1.896	-2.157	-2.417	-2.678	-3.003	-2.662	-2.322	-1.581	-2.237	-2.497	-2.758	-3.018	-3.343	-3.003	-2.662	-1.922	-2.577	-2.838	-3.098	-3.359	-3.684	-3.343	-3.003	-2.262	-2.918	-3.178	-3.439	-3.7	-4.025	-3.684	-3.343	-2.603	-3.258	-3.519	-3.78	-4.04	-4.365	-4.025	-3.684	-2.943	-3.599	-3.86	-4.12	-4.381	-4.706	-4.365	-4.025	-3.284	-3.94	-4.2	-4.461	-4.721	
-2.262	-1.922	-1.581	-1.241	0	-1.421	-1.681	-1.942	-3.003	-2.662	-2.322	-1.981	-1.241	-1.896	-2.157	-2.417	-3.343	-3.003	-2.662	-2.322	-1.581	-2.237	-2.497	-2.758	-3.684	-3.343	-3.003	-2.662	-1.922	-2.577	-2.838	-3.098	-4.025	-3.684	-3.343	-3.003	-2.262	-2.918	-3.178	-3.439	-4.365	-4.025	-3.684	-3.343	-2.603	-3.258	-3.519	-3.78	-4.706	-4.365	-4.025	-3.684	-2.943	-3.599	-3.86	-4.12	-5.046	-4.706	-4.365	-4.025	-3.284	-3.94	-4.2	-4.461	
-2.603	-2.262	-1.922	-1.581	-1.241	0	-1.421	-1.681	-3.343	-3.003	-2.662	-2.322	-1.981	-1.241	-1.896	-2.157	-3.684	-3.343	-3.003	-2.662	-2.322	-1.581	-2.237	-2.497	-4.025	-3.684	-3.343	-3.003	-2.662	-1.922	-2.577	-2.838	-4.365	-4.025	-3.684	-3.343	-3.003	-2.262	-2.918	-3.178	-4.706	-4.365	-4.025	-3.684	-3.343	-2.603	-3.258	-3.519	-5.046	-4.706	-4.365	-4.025	-3.684	-2.943	-3.599	-3.86	-5.387	-5.046	-4.706	-4.365	-4.025	-3.284	-3.94	-4.2	
-2.943	-2.603	-2.262	-1.922	-1.581	-1.241	0	-1.421	-3.684	-3.343	-3.003	-2.662	-2.322	-1.981	-1.241	-1.896	-4.025	-3.684	-3.343	-3.003	-2.662	-2.322	-1.581	-2.237	-4.365	-4.025	-3.684	-3.343	-3.003	-2.662	-1.922	-2.577	-4.706	-4.365	-4.025	-3.684	-3.343	-3.003	-2.262	-2.918	-5.046	-4.706	-4.365	-4.025	-3.684	-3.343	-2.603	-3.258	-5.387	-5.046	-4.706	-4.365	-4.025	-3.684	-2.943	-3.599	-5.727	-5.387	-5.046	-4.706	-4.365	-4.025	-3.284	-3.94	
-3.284	-2.943	-2.603	-2.262	-1.922	-1.581	-1.241	0	-4.025	-3.684	-3.343	-3.003	-2.662	-2.322	-1.981	-1.241	-4.365	-4.025	-3.684	-3.343	-3.003	-2.662	-2.322	-1.581	-4.706	-4.365	-4.025	-3.684	-3.343	-3.003	-2.662	-1.922	-5.046	-4.706	-4.365	-4.025	-3.684	-3.343	-3.003	-2.262	-5.387	-5.046	-4.706	-4.365	-4.025	-3.684	-3.343	-2.603	-5.727	-5.387	-5.046	-4.706	-4.365	-4.025	-3.684	-2.943	-6.068	-5.727	-5.387	-5.046	-4.706	-4.365	-4.025	-3.284	
-1.336	-2.171	-2.432	-2.692	-2.953	-3.213	-3.474	-3.735	0	-1.421	-1.681	-1.942	-2.202	-2.463	-2.723	-2.984	-1.241	-1.896	-2.157	-2.417	-2.678	-2.938	-3.199	-3.46	-1.581	-2.237	-2.497	-2.758	-3.018	-3.279	-3.54	-3.8	-1.922	-2.577	-2.838	-3.098	-3.359	-3.62	-3.88	-4.141	-2.262	-2.918	-3.178	-3.439	-3.7	-3.96	-4.221	-4.481	-2.603	-3.258	-3.519	-3.78	-4.04	-4.301	-4.561	-4.822	-2.943	-3.599	-3.86	-4.12	-4.381	-4.641	-4.902	-5.162	
-1.821	-1.336	-2.171	-2.432	-2.692	-2.953	-3.213	-3.474	-1.241	0	-1.421	-1.681	-1.942	-2.202	-2.463	-2.723	-1.981	-1.241	-1.896	-2.157	-2.417	-2.678	-2.938	-3.199	-2.322	-1.581	-2.237	-2.497	-2.758	-3.018	-3.279	-3.54	-2.662	-1.922	-2.577	-2.838	-3.098	-3.359	-3.62	-3.88	-3.003	-2.262	-2.918	-3.178	-3.439	-3.7	-3.96	-4.221	-3.343	-2.603	-3.258	-3.519	-3.78	-4.04	-4.301	-4.561	-3.684	-2.943	-3.599	-3.86	-4.12	-4.381	-4.641	-4.902	
