0	-1.398	-1.665	-1.933	-2.2	-2.468	-1.178	-1.89	-2.158	-2.425	-2.693	-2.96	-1.445	-2.158	-2.425	-2.693	-2.96	-3.228	-1.713	-2.425	-2.693	-2.96	-3.228	-3.495	
-1.178	0	-1.398	-1.665	-1.933	-2.2	-1.935	-1.178	-1.89	-2.158	-2.425	-2.693	-2.203	-1.445	-2.158	-2.425	-2.693	-2.96	-2.47	-1.713	-2.425	-2.693	-2.96	-3.228	
-1.445	-1.178	0	-1.398	-1.665	-1.933	-2.203	-1.935	-1.178	-1.89	-2.158	-2.425	-2.47	-2.203	-1.445	-2.158	-2.425	-2.693	-2.738	-2.47	-1.713	-2.425	-2.693	-2.96	
-1.713	-1.445	-1.178	0	-1.398	-1.665	-2.47	-2.203	-1.935	-1.178	-1.89	-2.158	-2.738	-2.47	-2.203	-1.445	-2.158	-2.425	-3.005	-2.738	-2.47	-1.713	-2.425	-2.693	
-1.98	-1.713	-1.445	-1.178	0	-1.398	-2.738	-2.47	-2.203	-1.935	-1.178	-1.89	-3.005	-2.738	-2.47	-2.203	-1.445	-2.158	-3.273	-3.005	-2.738	-2.47	-1.713	-2.425	
-2.248	-1.98	-1.713	-1.445	-1.178	0	-3.005	-2.738	-2.47	-2.203	-1.935	-1.178	-3.273	-3.005	-2.738	-2.47	-2.203	-1.445	-3.54	-3.273	-3.005	-2.738	-2.47	-1.713	
-1.398	-2.205	-2.473	-2.74	-3.008	-3.275	0	-1.398	-1.665	-1.933	-2.2	-2.468	-1.178	-1.89	-2.158	-2.425	-2.693	-2.96	-1.445	-2.158	-2.425	-2.693	-2.96	-3.228	
-1.89	-1.398	-2.205	-2.473	-2.74	-3.008	-1.178	0	-1.398	-1.665	-1.933	-2.2	-1.935	-1.178	-1.89	-2.158	-2.425	-2.693	-2.203	-1.445	-2.158	-2.425	-2.693	-2.96	
-2.158	-1.89	-1.398	-2.205	-2.473	-2.74	-1.445	-1.178	0	-1.398	-1.665	-1.933	-2.203	-1.935	-1.178	-1.89	-2.158	-2.425	-2.47	-2.203	-1.445	-2.158	-2.425	-2.693	
-2.425	-2.158	-1.89	-1.398	-2.205	-2.473	-1.713	-1.445	-1.178	0	-1.398	-1.665	-2.47	-2.203	-1.935	-1.178	-1.89	-2.158	-2.738	-2.47	-2.203	-1.445	-2.158	-2.425	
-2.693	-2.425	-2.158	-1.89	-1.398	-2.205	-1.98	-1.713	-1.445	-1.178	0	-1.398	-2.738	-2.47	-2.203	-1.935	-1.178	-1.89	-3.005	-2.738	-2.47	-2.203	-1.445	-2.158	
-2.96	-2.693	-2.425	-2.158	-1.89	-1.398	-2.248	-1.98	-1.713	-1.445	-1.178	0	-3.005	-2.738	-2.47	-2.203	-1.935	-1.178	-3.273	-3.005	-2.738	-2.47	-2.203	-1.445	
-1.665	-2.473	-2.74	-3.008	-3.275	-3.543	-1.398	-2.205	-2.473	-2.74	-3.008	-3.275	0	-1.398	-1.665	-1.933	-2.2	-2.468	-1.178	-1.89	-2.158	-2.425	-2.693	-2.96	
-2.158	-1.665	-2.473	-2.74	-3.008	-3.275	-1.89	-1.398	-2.205	-2.473	-2.74	-3.008	-1.178	0	-1.398	-1.665	-1.933	-2.2	-1.935	-1.178	-1.89	-2.158	-2.425	-2.693	
-2.425	-2.158	-1.665	-2.473	-2.74	-3.008	-2.158	-1.89	-1.398	-2.205	-2.473	-2.74	-1.445	-1.178	0	-1.398	-1.665	-1.933	-2.203	-1.935	-1.178	-1.89	-2.158	-2.425	
-2.693	-2.425	-2.158	-1.665	-2.473	-2.74	-2.425	-2.158	-1.89	-1.398	-2.205	-2.473	-1.713	-1.445	-1.178	0	-1.398	-1.665	-2.47	-2.203	-1.935	-1.178	-1.89	-2.158	
-2.96	-2.693	-2.425	-2.158	-1.665	-2.473	-2.693	-2.425	-2.158	-1.89	-1.398	-2.205	-1.98	-1.713	-1.445	-1.178	0	-1.398	-2.738	-2.47	-2.203	-1.935	-1.178	-1.89	
-3.228	-2.96	-2.693	-2.425	-2.158	-1.665	-2.96	-2.693	-2.425	-2.158	-1.89	-1.398	-2.248	-1.98	-1.713	-1.445	-1.178	0	-3.005	-2.738	-2.47	-2.203	-1.935	-1.178	
-1.933	-2.74	-3.008	-3.275	-3.543	-3.81	-1.665	-2.473	-2.74	-3.008	-3.275	-3.543	-1.398	-2.205	-2.473	-2.74	-3.008	-3.275	0	-1.398	-1.665	-1.933	-2.2	-2.468	
-2.425	-1.933	-2.74	-3.008	-3.275	-3.543	-2.158	-1.665	-2.473	-2.74	-3.008	-3.275	-1.89	-1.398	-2.205	-2.473	-2.74	-3.008	-1.178	0	-1.398	-1.665	-1.933	-2.2	
-2.693	-2.425	-1.933	-2.74	-3.008	-3.275	-2.425	-2.158	-1.665	-2.473	-2.74	-3.008	-2.158	-1.89	-1.398	-2.205	-2.473	-2.74	-1.445	-1.178	0	-1.398	-1.665	-1.933	
-2.96	-2.693	-2.425	-1.933	-2.74	-3.008	-2.693	-2.425	-2.158	-1.665	-2.473	-2.74	-2.425	-2.158	-1.89	-1.398	-2.205	-2.473	-1.713	-1.445	-1.178	0	-1.398	-1.665	
-3.228	-2.96	-2.693	-2.425	-1.933	-2.74	-2.96	-2.693	-2.425	-2.158	-1.665	-2.473	-2.693	-2.425	-2.158	-1.89	-1.398	-2.205	-1.98	-1.713	-1.445	-1.178	0	-1.398	
-3.495	-3.228	-2.96	-2.693	-2.425	-1.933	-3.228	-2.96	-2.693	-2.425	-2.158	-1.665	-2.96	-2.693	-2.425	-2.158	-1.89	-1.398	-2.248	-1.98	-1.713	-1.445	-1.178	0	
