-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	
-2.98	-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	
-3.169	-2.98	-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	
-3.357	-3.169	-2.98	-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	
-3.545	-3.357	-3.169	-2.98	-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-5.352	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	
-3.733	-3.545	-3.357	-3.169	-2.98	-2.792	-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-5.352	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-5.541	-5.352	-5.164	-4.976	-4.788	-4.6	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	
-1.318	-2.046	-2.235	-2.423	-2.611	-2.799	-2.987	-3.176	-3.364	-3.552	-3.74	-3.929	-4.117	-4.305	-4.493	-4.681	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-3.765	-3.953	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-5.307	
-1.731	-1.318	-2.046	-2.235	-2.423	-2.611	-2.799	-2.987	-3.176	-3.364	-3.552	-3.74	-3.929	-4.117	-4.305	-4.493	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-3.765	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	
-1.92	-1.731	-1.318	-2.046	-2.235	-2.423	-2.611	-2.799	-2.987	-3.176	-3.364	-3.552	-3.74	-3.929	-4.117	-4.305	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	
-2.108	-1.92	-1.731	-1.318	-2.046	-2.235	-2.423	-2.611	-2.799	-2.987	-3.176	-3.364	-3.552	-3.74	-3.929	-4.117	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	
-2.296	-2.108	-1.92	-1.731	-1.318	-2.046	-2.235	-2.423	-2.611	-2.799	-2.987	-3.176	-3.364	-3.552	-3.74	-3.929	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	
