0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-3.765	-3.953	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-5.307	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-5.307	-5.496	
-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-3.765	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	-5.307	
-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-3.577	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	-5.119	
-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-3.389	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	-4.931	
-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-3.2	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	-4.743	
-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-3.012	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	-4.555	
-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.824	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	-4.366	
-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-2.636	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	-4.178	
-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-2.447	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	-3.99	
-2.604	-2.416	-2.227	-2.039	-1.851	-1.663	-1.475	-1.286	-1.098	0	-1.318	-1.506	-1.695	-1.883	-2.071	-2.259	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.776	-1.098	-1.731	-1.92	-2.108	-2.296	-2.484	-2.672	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.965	-1.286	-1.92	-2.108	-2.296	-2.484	-2.672	-2.861	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-2.153	-1.475	-2.108	-2.296	-2.484	-2.672	-2.861	-3.049	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-2.341	-1.663	-2.296	-2.484	-2.672	-2.861	-3.049	-3.237	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.529	-1.851	-2.484	-2.672	-2.861	-3.049	-3.237	-3.425	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.717	-2.039	-2.672	-2.861	-3.049	-3.237	-3.425	-3.614	-4.411	-4.223	-4.035	-3.847	-3.659	-3.47	-3.282	-3.094	-2.906	-2.227	-2.861	-3.049	-3.237	-3.425	-3.614	-3.802	
