0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.617	-2.865	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	-3.585	-1.653	-2.346	-2.594	-2.842	-3.09	-3.337	-3.585	-3.833	
-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.617	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-3.09	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	-2.391	-1.653	-2.346	-2.594	-2.842	-3.09	-3.337	-3.585	
-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	-2.639	-2.391	-1.653	-2.346	-2.594	-2.842	-3.09	-3.337	
-1.653	-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	-2.887	-2.639	-2.391	-1.653	-2.346	-2.594	-2.842	-3.09	
-1.901	-1.653	-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	-3.135	-2.887	-2.639	-2.391	-1.653	-2.346	-2.594	-2.842	
-2.149	-1.901	-1.653	-1.406	-1.158	0	-1.378	-1.626	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	-3.382	-3.135	-2.887	-2.639	-2.391	-1.653	-2.346	-2.594	
-2.397	-2.149	-1.901	-1.653	-1.406	-1.158	0	-1.378	-3.135	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	-3.63	-3.382	-3.135	-2.887	-2.639	-2.391	-1.653	-2.346	
-2.645	-2.397	-2.149	-1.901	-1.653	-1.406	-1.158	0	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-3.63	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	-3.878	-3.63	-3.382	-3.135	-2.887	-2.639	-2.391	-1.653	
-1.378	-2.166	-2.413	-2.661	-2.909	-3.157	-3.405	-3.652	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.617	-2.865	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	-3.585	
-1.851	-1.378	-2.166	-2.413	-2.661	-2.909	-3.157	-3.405	-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.617	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-3.09	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	
-2.098	-1.851	-1.378	-2.166	-2.413	-2.661	-2.909	-3.157	-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	-3.09	
-2.346	-2.098	-1.851	-1.378	-2.166	-2.413	-2.661	-2.909	-1.653	-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.121	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.594	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	-2.842	
-2.594	-2.346	-2.098	-1.851	-1.378	-2.166	-2.413	-2.661	-1.901	-1.653	-1.406	-1.158	0	-1.378	-1.626	-1.873	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-2.346	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	-2.594	
-2.842	-2.594	-2.346	-2.098	-1.851	-1.378	-2.166	-2.413	-2.149	-1.901	-1.653	-1.406	-1.158	0	-1.378	-1.626	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-2.098	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	-2.346	
-3.09	-2.842	-2.594	-2.346	-2.098	-1.851	-1.378	-2.166	-2.397	-2.149	-1.901	-1.653	-1.406	-1.158	0	-1.378	-3.135	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-1.851	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	-2.098	
-3.337	-3.09	-2.842	-2.594	-2.346	-2.098	-1.851	-1.378	-2.645	-2.397	-2.149	-1.901	-1.653	-1.406	-1.158	0	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.896	-1.158	-3.63	-3.382	-3.135	-2.887	-2.639	-2.391	-2.143	-1.406	
-1.626	-2.413	-2.661	-2.909	-3.157	-3.405	-3.652	-3.9	-1.378	-2.166	-2.413	-2.661	-2.909	-3.157	-3.405	-3.652	0	-1.378	-1.626	-1.873	-2.121	-2.369	-2.617	-2.865	-1.158	-1.851	-2.098	-2.346	-2.594	-2.842	-3.09	-3.337	
