0	-1.472	-1.813	-1.252	-2.038	-2.38	-1.593	-2.38	-2.722	-1.935	-2.722	-3.063	
-1.252	0	-1.472	-2.083	-1.252	-2.038	-2.425	-1.593	-2.38	-2.767	-1.935	-2.722	
-1.593	-1.252	0	-2.425	-2.083	-1.252	-2.767	-2.425	-1.593	-3.108	-2.767	-1.935	
-1.472	-2.353	-2.695	0	-1.472	-1.813	-1.252	-2.038	-2.38	-1.593	-2.38	-2.722	
-2.038	-1.472	-2.353	-1.252	0	-1.472	-2.083	-1.252	-2.038	-2.425	-1.593	-2.38	
-2.38	-2.038	-1.472	-1.593	-1.252	0	-2.425	-2.083	-1.252	-2.767	-2.425	-1.593	
-1.813	-2.695	-3.037	-1.472	-2.353	-2.695	0	-1.472	-1.813	-1.252	-2.038	-2.38	
-2.38	-1.813	-2.695	-2.038	-1.472	-2.353	-1.252	0	-1.472	-2.083	-1.252	-2.038	
-2.722	-2.38	-1.813	-2.38	-2.038	-1.472	-1.593	-1.252	0	-2.425	-2.083	-1.252	
-2.155	-3.037	-3.378	-1.813	-2.695	-3.037	-1.472	-2.353	-2.695	0	-1.472	-1.813	
-2.722	-2.155	-3.037	-2.38	-1.813	-2.695	-2.038	-1.472	-2.353	-1.252	0	-1.472	
-3.063	-2.722	-2.155	-2.722	-2.38	-1.813	-2.38	-2.038	-1.472	-1.593	-1.252	0	
