0	-1.435	-1.739	-2.044	-1.215	-1.964	-2.269	-2.574	-1.519	-2.269	-2.574	-2.878	-1.824	-2.574	-2.878	-3.183	
-1.215	0	-1.435	-1.739	-2.009	-1.215	-1.964	-2.269	-2.314	-1.519	-2.269	-2.574	-2.619	-1.824	-2.574	-2.878	
-1.519	-1.215	0	-1.435	-2.314	-2.009	-1.215	-1.964	-2.619	-2.314	-1.519	-2.269	-2.923	-2.619	-1.824	-2.574	
-1.824	-1.519	-1.215	0	-2.619	-2.314	-2.009	-1.215	-2.923	-2.619	-2.314	-1.519	-3.228	-2.923	-2.619	-1.824	
-1.435	-2.279	-2.584	-2.889	0	-1.435	-1.739	-2.044	-1.215	-1.964	-2.269	-2.574	-1.519	-2.269	-2.574	-2.878	
-1.964	-1.435	-2.279	-2.584	-1.215	0	-1.435	-1.739	-2.009	-1.215	-1.964	-2.269	-2.314	-1.519	-2.269	-2.574	
-2.269	-1.964	-1.435	-2.279	-1.519	-1.215	0	-1.435	-2.314	-2.009	-1.215	-1.964	-2.619	-2.314	-1.519	-2.269	
-2.574	-2.269	-1.964	-1.435	-1.824	-1.519	-1.215	0	-2.619	-2.314	-2.009	-1.215	-2.923	-2.619	-2.314	-1.519	
-1.739	-2.584	-2.889	-3.193	-1.435	-2.279	-2.584	-2.889	0	-1.435	-1.739	-2.044	-1.215	-1.964	-2.269	-2.574	
-2.269	-1.739	-2.584	-2.889	-1.964	-1.435	-2.279	-2.584	-1.215	0	-1.435	-1.739	-2.009	-1.215	-1.964	-2.269	
-2.574	-2.269	-1.739	-2.584	-2.269	-1.964	-1.435	-2.279	-1.519	-1.215	0	-1.435	-2.314	-2.009	-1.215	-1.964	
-2.878	-2.574	-2.269	-1.739	-2.574	-2.269	-1.964	-1.435	-1.824	-1.519	-1.215	0	-2.619	-2.314	-2.009	-1.215	
-2.044	-2.889	-3.193	-3.498	-1.739	-2.584	-2.889	-3.193	-1.435	-2.279	-2.584	-2.889	0	-1.435	-1.739	-2.044	
-2.574	-2.044	-2.889	-3.193	-2.269	-1.739	-2.584	-2.889	-1.964	-1.435	-2.279	-2.584	-1.215	0	-1.435	-1.739	
-2.878	-2.574	-2.044	-2.889	-2.574	-2.269	-1.739	-2.584	-2.269	-1.964	-1.435	-2.279	-1.519	-1.215	0	-1.435	
-3.183	-2.878	-2.574	-2.044	-2.878	-2.574	-2.269	-1.739	-2.574	-2.269	-1.964	-1.435	-1.824	-1.519	-1.215	0	
