0	-1.38	-1.631	-1.881	-2.132	-2.382	-1.16	-1.856	-2.106	-2.357	-2.607	-2.858	-1.411	-2.106	-2.357	-2.607	-2.858	-3.108	-1.661	-2.357	-2.607	-2.858	-3.108	-3.359	-1.912	-2.607	-2.858	-3.108	-3.359	-3.609	
-1.16	0	-1.38	-1.631	-1.881	-2.132	-1.901	-1.16	-1.856	-2.106	-2.357	-2.607	-2.151	-1.411	-2.106	-2.357	-2.607	-2.858	-2.402	-1.661	-2.357	-2.607	-2.858	-3.108	-2.652	-1.912	-2.607	-2.858	-3.108	-3.359	
-1.411	-1.16	0	-1.38	-1.631	-1.881	-2.151	-1.901	-1.16	-1.856	-2.106	-2.357	-2.402	-2.151	-1.411	-2.106	-2.357	-2.607	-2.652	-2.402	-1.661	-2.357	-2.607	-2.858	-2.903	-2.652	-1.912	-2.607	-2.858	-3.108	
-1.661	-1.411	-1.16	0	-1.38	-1.631	-2.402	-2.151	-1.901	-1.16	-1.856	-2.106	-2.652	-2.402	-2.151	-1.411	-2.106	-2.357	-2.903	-2.652	-2.402	-1.661	-2.357	-2.607	-3.153	-2.903	-2.652	-1.912	-2.607	-2.858	
-1.912	-1.661	-1.411	-1.16	0	-1.38	-2.652	-2.402	-2.151	-1.901	-1.16	-1.856	-2.903	-2.652	-2.402	-2.151	-1.411	-2.106	-3.153	-2.903	-2.652	-2.402	-1.661	-2.357	-3.404	-3.153	-2.903	-2.652	-1.912	-2.607	
-2.162	-1.912	-1.661	-1.411	-1.16	0	-2.903	-2.652	-2.402	-2.151	-1.901	-1.16	-3.153	-2.903	-2.652	-2.402	-2.151	-1.411	-3.404	-3.153	-2.903	-2.652	-2.402	-1.661	-3.654	-3.404	-3.153	-2.903	-2.652	-1.912	
-1.38	-2.171	-2.421	-2.672	-2.922	-3.173	0	-1.38	-1.631	-1.881	-2.132	-2.382	-1.16	-1.856	-2.106	-2.357	-2.607	-2.858	-1.411	-2.106	-2.357	-2.607	-2.858	-3.108	-1.661	-2.357	-2.607	-2.858	-3.108	-3.359	
-1.856	-1.38	-2.171	-2.421	-2.672	-2.922	-1.16	0	-1.38	-1.631	-1.881	-2.132	-1.901	-1.16	-1.856	-2.106	-2.357	-2.607	-2.151	-1.411	-2.106	-2.357	-2.607	-2.858	-2.402	-1.661	-2.357	-2.607	-2.858	-3.108	
-2.106	-1.856	-1.38	-2.171	-2.421	-2.672	-1.411	-1.16	0	-1.38	-1.631	-1.881	-2.151	-1.901	-1.16	-1.856	-2.106	-2.357	-2.402	-2.151	-1.411	-2.106	-2.357	-2.607	-2.652	-2.402	-1.661	-2.357	-2.607	-2.858	
-2.357	-2.106	-1.856	-1.38	-2.171	-2.421	-1.661	-1.411	-1.16	0	-1.38	-1.631	-2.402	-2.151	-1.901	-1.16	-1.856	-2.106	-2.652	-2.402	-2.151	-1.411	-2.106	-2.357	-2.903	-2.652	-2.402	-1.661	-2.357	-2.607	
-2.607	-2.357	-2.106	-1.856	-1.38	-2.171	-1.912	-1.661	-1.411	-1.16	0	-1.38	-2.652	-2.402	-2.151	-1.901	-1.16	-1.856	-2.903	-2.652	-2.402	-2.151	-1.411	-2.106	-3.153	-2.903	-2.652	-2.402	-1.661	-2.357	
-2.858	-2.607	-2.357	-2.106	-1.856	-1.38	-2.162	-1.912	-1.661	-1.411	-1.16	0	-2.903	-2.652	-2.402	-2.151	-1.901	-1.16	-3.153	-2.903	-2.652	-2.402	-2.151	-1.411	-3.404	-3.153	-2.903	-2.652	-2.402	-1.661	
-1.631	-2.421	-2.672	-2.922	-3.173	-3.423	-1.38	-2.171	-2.421	-2.672	-2.922	-3.173	0	-1.38	-1.631	-1.881	-2.132	-2.382	-1.16	-1.856	-2.106	-2.357	-2.607	-2.858	-1.411	-2.106	-2.357	-2.607	-2.858	-3.108	
-2.106	-1.631	-2.421	-2.672	-2.922	-3.173	-1.856	-1.38	-2.171	-2.421	-2.672	-2.922	-1.16	0	-1.38	-1.631	-1.881	-2.132	-1.901	-1.16	-1.856	-2.106	-2.357	-2.607	-2.151	-1.411	-2.106	-2.357	-2.607	-2.858	
-2.357	-2.106	-1.631	-2.421	-2.672	-2.922	-2.106	-1.856	-1.38	-2.171	-2.421	-2.672	-1.411	-1.16	0	-1.38	-1.631	-1.881	-2.151	-1.901	-1.16	-1.856	-2.106	-2.357	-2.402	-2.151	-1.411	-2.106	-2.357	-2.607	
-2.607	-2.357	-2.106	-1.631	-2.421	-2.672	-2.357	-2.106	-1.856	-1.38	-2.171	-2.421	-1.661	-1.411	-1.16	0	-1.38	-1.631	-2.402	-2.151	-1.901	-1.16	-1.856	-2.106	-2.652	-2.402	-2.151	-1.411	-2.106	-2.357	
-2.858	-2.607	-2.357	-2.106	-1.631	-2.421	-2.607	-2.357	-2.106	-1.856	-1.38	-2.171	-1.912	-1.661	-1.411	-1.16	0	-1.38	-2.652	-2.402	-2.151	-1.901	-1.16	-1.856	-2.903	-2.652	-2.402	-2.151	-1.411	-2.106	
-3.108	-2.858	-2.607	-2.357	-2.106	-1.631	-2.858	-2.607	-2.357	-2.106	-1.856	-1.38	-2.162	-1.912	-1.661	-1.411	-1.16	0	-2.903	-2.652	-2.402	-2.151	-1.901	-1.16	-3.153	-2.903	-2.652	-2.402	-2.151	-1.411	
-1.881	-2.672	-2.922	-3.173	-3.423	-3.674	-1.631	-2.421	-2.672	-2.922	-3.173	-3.423	-1.38	-2.171	-2.421	-2.672	-2.922	-3.173	0	-1.38	-1.631	-1.881	-2.132	-2.382	-1.16	-1.856	-2.106	-2.357	-2.607	-2.858	
-2.357	-1.881	-2.672	-2.922	-3.173	-3.423	-2.106	-1.631	-2.421	-2.672	-2.922	-3.173	-1.856	-1.38	-2.171	-2.421	-2.672	-2.922	-1.16	0	-1.38	-1.631	-1.881	-2.132	-1.901	-1.16	-1.856	-2.106	-2.357	-2.607	
-2.607	-2.357	-1.881	-2.672	-2.922	-3.173	-2.357	-2.106	-1.631	-2.421	-2.672	-2.922	-2.106	-1.856	-1.38	-2.171	-2.421	-2.672	-1.411	-1.16	0	-1.38	-1.631	-1.881	-2.151	-1.901	-1.16	-1.856	-2.106	-2.357	
-2.858	-2.607	-2.357	-1.881	-2.672	-2.922	-2.607	-2.357	-2.106	-1.631	-2.421	-2.672	-2.357	-2.106	-1.856	-1.38	-2.171	-2.421	-1.661	-1.411	-1.16	0	-1.38	-1.631	-2.402	-2.151	-1.901	-1.16	-1.856	-2.106	
-3.108	-2.858	-2.607	-2.357	-1.881	-2.672	-2.858	-2.607	-2.357	-2.106	-1.631	-2.421	-2.607	-2.357	-2.106	-1.856	-1.38	-2.171	-1.912	-1.661	-1.411	-1.16	0	-1.38	-2.652	-2.402	-2.151	-1.901	-1.16	-1.856	
-3.359	-3.108	-2.858	-2.607	-2.357	-1.881	-3.108	-2.858	-2.607	-2.357	-2.106	-1.631	-2.858	-2.607	-2.357	-2.106	-1.856	-1.38	-2.162	-1.912	-1.661	-1.411	-1.16	0	-2.903	-2.652	-2.402	-2.151	-1.901	-1.16	
-2.132	-2.922	-3.173	-3.423	-3.674	-3.924	-1.881	-2.672	-2.922	-3.173	-3.423	-3.674	-1.631	-2.421	-2.672	-2.922	-3.173	-3.423	-1.38	-2.171	-2.421	-2.672	-2.922	-3.173	0	-1.38	-1.631	-1.881	-2.132	-2.382	
-2.607	-2.132	-2.922	-3.173	-3.423	-3.674	-2.357	-1.881	-2.672	-2.922	-3.173	-3.423	-2.106	-1.631	-2.421	-2.672	-2.922	-3.173	-1.856	-1.38	-2.171	-2.421	-2.672	-2.922	-1.16	0	-1.38	-1.631	-1.881	-2.132	
-2.858	-2.607	-2.132	-2.922	-3.173	-3.423	-2.607	-2.357	-1.881	-2.672	-2.922	-3.173	-2.357	-2.106	-1.631	-2.421	-2.672	-2.922	-2.106	-1.856	-1.38	-2.171	-2.421	-2.672	-1.411	-1.16	0	-1.38	-1.631	-1.881	
-3.108	-2.858	-2.607	-2.132	-2.922	-3.173	-2.858	-2.607	-2.357	-1.881	-2.672	-2.922	-2.607	-2.357	-2.106	-1.631	-2.421	-2.672	-2.357	-2.106	-1.856	-1.38	-2.171	-2.421	-1.661	-1.411	-1.16	0	-1.38	-1.631	
-3.359	-3.108	-2.858	-2.607	-2.132	-2.922	-3.108	-2.858	-2.607	-2.357	-1.881	-2.672	-2.858	-2.607	-2.357	-2.106	-1.631	-2.421	-2.607	-2.357	-2.106	-1.856	-1.38	-2.171	-1.912	-1.661	-1.411	-1.16	0	-1.38	
-3.609	-3.359	-3.108	-2.858	-2.607	-2.132	-3.359	-3.108	-2.858	-2.607	-2.357	-1.881	-3.108	-2.858	-2.607	-2.357	-2.106	-1.631	-2.858	-2.607	-2.357	-2.106	-1.856	-1.38	-2.162	-1.912	-1.661	-1.411	-1.16	0	
