0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-40.1	-40.1	-42.639	-41.095	-40.1	-40.1	-42.639	-41.095	-40.1	-40.1	-42.639	-41.095	-40.1	-40.1	
-20.671	0	0	0	-20.646	-20.639	0	0	-20.646	-20.639	0	0	-20.646	-20.639	0	0	
-20.976	0	0	0	-20.95	-20.943	0	0	-20.95	-20.943	0	0	-20.95	-20.943	0	0	
-42.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-42.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-44.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-44.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-44.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-42.944	-41.4	0	0	-42.944	-41.4	0	0	-42.944	-41.4	0	0	
0	0	0	-40.1	-43.249	-42.194	-41.095	-40.1	-43.249	-42.194	-41.095	-40.1	-43.249	-42.194	-41.095	-40.1	
-20.671	-20.671	0	0	-20.649	-20.643	-20.639	0	-20.649	-20.643	-20.639	0	-20.649	-20.643	-20.639	0	
-42.994	-42.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.524	-42.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.828	-42.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-44.133	-42.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-43.299	-43.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
