0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	-40.1	-40.1	-42.88	-41.095	-40.1	-40.1	
-20.792	0	0	0	-20.768	-20.759	0	0	
-21.217	0	0	0	-21.193	-21.185	0	0	
-42.93	0	0	0	0	0	0	0	
-43.581	0	0	0	0	0	0	0	
-44.006	0	0	0	0	0	0	0	
-44.431	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	-43.306	-41.52	0	0	
0	0	0	-40.1	-43.731	-42.435	-41.095	-40.1	
-20.792	-20.792	0	0	-20.772	-20.765	-20.759	0	
-43.356	-43.356	0	0	0	0	0	0	
-44.006	-42.39	0	0	0	0	0	0	
-44.431	-43.041	0	0	0	0	0	0	
-44.856	-43.466	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	-43.731	-41.945	0	0	
0	0	0	0	-44.156	-42.861	-41.52	0	
0	0	0	0	-44.581	-43.286	-42.435	-41.095	
-43.781	-43.781	-43.781	0	0	0	0	0	
-44.431	-42.816	-43.356	0	0	0	0	0	
-44.856	-43.466	-42.39	0	0	0	0	0	
-45.281	-43.891	-43.041	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	-43.531	0	0	0	
0	0	0	0	-43.956	0	0	0	
0	0	0	0	-44.381	0	0	0	
-43.581	0	0	0	0	0	0	0	
-44.231	0	0	0	0	0	0	0	
-44.656	0	0	0	0	0	0	0	
-45.081	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	-43.956	-42.17	0	0	
0	0	0	0	-44.381	-43.086	0	0	
0	0	0	0	-44.806	-43.511	0	0	
-44.006	-44.006	0	0	0	0	0	0	
-44.656	-43.041	0	0	0	0	0	0	
-45.081	-43.691	0	0	0	0	0	0	
-45.506	-44.116	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	-44.381	-42.596	0	0	
0	0	0	0	-44.806	-43.511	-42.17	0	
0	0	0	0	-45.231	-43.936	-43.086	0	
-44.431	-44.431	-44.431	0	0	0	0	0	
-45.081	-43.466	-44.006	0	0	0	0	0	
-45.506	-44.116	-43.041	0	0	0	0	0	
-45.932	-44.541	-43.691	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	-42.93	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-22.47	0	0	-40.1	-22.47	-42.88	-41.095	-40.1	
-18.707	-20.792	0	0	-18.707	-20.768	-20.759	0	
0	-43.896	0	0	0	0	0	0	
0	-42.93	0	0	0	0	0	0	
0	-43.581	0	0	0	0	0	0	
0	-44.006	0	0	0	0	0	0	
0	-43.356	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-22.896	0	0	0	-22.896	-43.306	-41.52	0	
-23.321	0	0	0	-23.321	-43.731	-42.435	-41.095	
0	-44.321	-43.781	0	0	0	0	0	
0	-43.356	-43.356	0	0	0	0	0	
0	-44.006	-42.39	0	0	0	0	0	
0	-44.431	-43.041	0	0	0	0	0	
0	-20.792	-20.792	-20.792	0	-20.792	-20.792	-20.792	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-42.88	0	0	0	0	0	0	0	
-43.531	0	0	0	0	0	0	0	
-43.956	0	0	0	0	0	0	0	
-44.381	0	0	0	0	0	0	0	
0	-21.662	-21.662	-21.662	0	0	-21.662	-21.662	
0	0	0	0	0	0	0	0	
-22.25	0	0	0	-22.25	0	0	0	
-22.676	0	0	0	-22.676	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	-43.581	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-23.121	0	0	0	-23.121	-43.531	0	0	
-23.546	0	0	0	-23.546	-43.956	0	0	
0	-44.546	0	0	0	0	0	0	
0	-43.581	0	0	0	0	0	0	
0	-44.231	0	0	0	0	0	0	
0	-44.656	0	0	0	0	0	0	
0	-44.006	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-23.546	0	0	0	-23.546	-43.956	-42.17	0	
-23.971	0	0	0	-23.971	-44.381	-43.086	0	
0	-44.971	-44.431	0	0	0	0	0	
0	-44.006	-44.006	0	0	0	0	0	
0	-44.656	-43.041	0	0	0	0	0	
0	-45.081	-43.691	0	0	0	0	0	
0	-42.39	0	0	0	0	0	0	
0	0	-20.835	-20.835	0	-20.835	-20.835	-20.835	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	-43.356	0	0	0	0	0	0	
0	-42.39	0	0	0	0	0	0	
0	-43.041	0	0	0	0	0	0	
0	-43.466	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	-43.356	0	0	0	0	0	
0	0	-42.93	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-22.47	-22.47	0	0	-22.47	-22.47	-42.88	-41.095	
0	0	-44.321	0	0	0	0	0	
0	0	-43.896	0	0	0	0	0	
0	0	-42.93	0	0	0	0	0	
0	0	-43.581	0	0	0	0	0	
0	-20.768	-20.792	-20.792	0	-20.792	-20.792	-20.792	
0	0	-21.75	-21.75	0	-21.75	-21.75	-21.75	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-42.88	-44.271	0	0	0	0	0	0	
-43.531	-43.306	0	0	0	0	0	0	
-43.956	-43.956	0	0	0	0	0	0	
-44.381	-44.381	0	0	0	0	0	0	
0	-21.63	-21.662	-21.662	0	0	-21.662	-21.662	
0	0	-20.792	-20.792	0	0	-20.792	-20.792	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	-43.846	0	0	0	0	0	0	
0	-42.88	0	0	0	0	0	0	
0	-43.531	0	0	0	0	0	0	
0	-43.956	0	0	0	0	0	0	
0	0	-22.087	-22.087	0	0	0	-22.087	
0	0	-21.662	-21.662	0	0	0	-21.662	
0	0	0	0	0	0	0	0	
-22.25	-22.25	0	0	-22.25	-22.25	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	-44.006	0	0	0	0	0	
0	0	-43.581	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-23.121	-23.121	0	0	-23.121	-23.121	-43.531	0	
0	0	-44.971	0	0	0	0	0	
0	0	-44.546	0	0	0	0	0	
0	0	-43.581	0	0	0	0	0	
0	0	-44.231	0	0	0	0	0	
0	-42.39	-43.241	0	0	0	0	0	
0	0	-20.808	-20.835	0	-20.835	-20.835	-20.835	
0	0	0	-21.26	0	0	-21.26	-21.26	
0	0	0	0	0	0	0	0	
0	-43.356	-44.206	0	0	0	0	0	
0	-42.39	-43.781	0	0	0	0	0	
0	-43.041	-42.816	0	0	0	0	0	
0	-43.466	-43.466	0	0	0	0	0	
0	0	-42.816	0	0	0	0	0	
0	0	-42.39	0	0	0	0	0	
0	0	0	-20.835	0	0	-20.835	-20.835	
0	0	0	0	0	0	0	0	
